suite,sim_id,n_halos,median_rel_stars,median_ratio_stars,median_log_halo,n_halos_above_threshold,p1,p2,p3,p4,p5,p6,p7,p8,p9,p10,p11,p12,p13,p14,p15,p16,p17,p18,p19,p20,p21,p22,p23,p24,p25,p26,p27,p28,p29,p30,p31,p32,p33,p34,p35
CV,sim_18,57,-0.07435568125086113,1.0803285665398357,13.238686976239837,57,0.30000001192092896,0.800000011920929,3.5999999046325684,1.0,7.400000095367432,20.0,0.04899999871850014,0.6711000204086304,0.9624000191688538,2.2699999809265137,0.30000001192092896,-2.299999952316284,8.0,0.10000000149011612,2000.0,0.05000000074505806,350.0,0.25,0.0020000000949949026,2.0,0.6000000238418579,7.999999797903001e-05,1.0,1.0,0.10000000149011612,0.20000000298023224,0.0020000000949949026,2.0,1.0,0.0,1.0,0.0,0.0013000000035390258,1.1200000047683716,2.0
CV,sim_19,61,-0.15354786405585302,1.181401709010496,13.239527130855786,61,0.30000001192092896,0.800000011920929,3.5999999046325684,1.0,7.400000095367432,20.0,0.04899999871850014,0.6711000204086304,0.9624000191688538,2.2699999809265137,0.30000001192092896,-2.299999952316284,8.0,0.10000000149011612,2000.0,0.05000000074505806,350.0,0.25,0.0020000000949949026,2.0,0.6000000238418579,7.999999797903001e-05,1.0,1.0,0.10000000149011612,0.20000000298023224,0.0020000000949949026,2.0,1.0,0.0,1.0,0.0,0.0013000000035390258,1.1200000047683716,2.0
CV,sim_2,54,-0.1167424168644314,1.1321818435443667,13.324048798910715,54,0.30000001192092896,0.800000011920929,3.5999999046325684,1.0,7.400000095367432,20.0,0.04899999871850014,0.6711000204086304,0.9624000191688538,2.2699999809265137,0.30000001192092896,-2.299999952316284,8.0,0.10000000149011612,2000.0,0.05000000074505806,350.0,0.25,0.0020000000949949026,2.0,0.6000000238418579,7.999999797903001e-05,1.0,1.0,0.10000000149011612,0.20000000298023224,0.0020000000949949026,2.0,1.0,0.0,1.0,0.0,0.0013000000035390258,1.1200000047683716,2.0
CV,sim_20,58,-0.09915666279798077,1.1101178872192023,13.261938180255617,58,0.30000001192092896,0.800000011920929,3.5999999046325684,1.0,7.400000095367432,20.0,0.04899999871850014,0.6711000204086304,0.9624000191688538,2.2699999809265137,0.30000001192092896,-2.299999952316284,8.0,0.10000000149011612,2000.0,0.05000000074505806,350.0,0.25,0.0020000000949949026,2.0,0.6000000238418579,7.999999797903001e-05,1.0,1.0,0.10000000149011612,0.20000000298023224,0.0020000000949949026,2.0,1.0,0.0,1.0,0.0,0.0013000000035390258,1.1200000047683716,2.0
CV,sim_21,48,-0.08846529710542594,1.0970511125873799,13.268767646498498,48,0.30000001192092896,0.800000011920929,3.5999999046325684,1.0,7.400000095367432,20.0,0.04899999871850014,0.6711000204086304,0.9624000191688538,2.2699999809265137,0.30000001192092896,-2.299999952316284,8.0,0.10000000149011612,2000.0,0.05000000074505806,350.0,0.25,0.0020000000949949026,2.0,0.6000000238418579,7.999999797903001e-05,1.0,1.0,0.10000000149011612,0.20000000298023224,0.0020000000949949026,2.0,1.0,0.0,1.0,0.0,0.0013000000035390258,1.1200000047683716,2.0
CV,sim_22,50,-0.056936964925983984,1.060421392807272,13.216922613183398,50,0.30000001192092896,0.800000011920929,3.5999999046325684,1.0,7.400000095367432,20.0,0.04899999871850014,0.6711000204086304,0.9624000191688538,2.2699999809265137,0.30000001192092896,-2.299999952316284,8.0,0.10000000149011612,2000.0,0.05000000074505806,350.0,0.25,0.0020000000949949026,2.0,0.6000000238418579,7.999999797903001e-05,1.0,1.0,0.10000000149011612,0.20000000298023224,0.0020000000949949026,2.0,1.0,0.0,1.0,0.0,0.0013000000035390258,1.1200000047683716,2.0
CV,sim_23,54,-0.1082262422559251,1.1213698401630525,13.284557253234532,54,0.30000001192092896,0.800000011920929,3.5999999046325684,1.0,7.400000095367432,20.0,0.04899999871850014,0.6711000204086304,0.9624000191688538,2.2699999809265137,0.30000001192092896,-2.299999952316284,8.0,0.10000000149011612,2000.0,0.05000000074505806,350.0,0.25,0.0020000000949949026,2.0,0.6000000238418579,7.999999797903001e-05,1.0,1.0,0.10000000149011612,0.20000000298023224,0.0020000000949949026,2.0,1.0,0.0,1.0,0.0,0.0013000000035390258,1.1200000047683716,2.0
CV,sim_24,37,-0.059990867972587535,1.0638194523102122,13.32474209027172,37,0.30000001192092896,0.800000011920929,3.5999999046325684,1.0,7.400000095367432,20.0,0.04899999871850014,0.6711000204086304,0.9624000191688538,2.2699999809265137,0.30000001192092896,-2.299999952316284,8.0,0.10000000149011612,2000.0,0.05000000074505806,350.0,0.25,0.0020000000949949026,2.0,0.6000000238418579,7.999999797903001e-05,1.0,1.0,0.10000000149011612,0.20000000298023224,0.0020000000949949026,2.0,1.0,0.0,1.0,0.0,0.0013000000035390258,1.1200000047683716,2.0
CV,sim_25,44,-0.08773845809452457,1.0962094647635223,13.327010902050255,44,0.30000001192092896,0.800000011920929,3.5999999046325684,1.0,7.400000095367432,20.0,0.04899999871850014,0.6711000204086304,0.9624000191688538,2.2699999809265137,0.30000001192092896,-2.299999952316284,8.0,0.10000000149011612,2000.0,0.05000000074505806,350.0,0.25,0.0020000000949949026,2.0,0.6000000238418579,7.999999797903001e-05,1.0,1.0,0.10000000149011612,0.20000000298023224,0.0020000000949949026,2.0,1.0,0.0,1.0,0.0,0.0013000000035390258,1.1200000047683716,2.0
CV,sim_26,54,-0.13883408456876034,1.1612165261874616,13.268482844052652,54,0.30000001192092896,0.800000011920929,3.5999999046325684,1.0,7.400000095367432,20.0,0.04899999871850014,0.6711000204086304,0.9624000191688538,2.2699999809265137,0.30000001192092896,-2.299999952316284,8.0,0.10000000149011612,2000.0,0.05000000074505806,350.0,0.25,0.0020000000949949026,2.0,0.6000000238418579,7.999999797903001e-05,1.0,1.0,0.10000000149011612,0.20000000298023224,0.0020000000949949026,2.0,1.0,0.0,1.0,0.0,0.0013000000035390258,1.1200000047683716,2.0
